Pokemon Id,Pokedex Number,Pokemon Name,Game(s) of Origin,Generation,Alternate Form Name,Legendary Status,Legendary Type,Pre-Evolution Pokemon Id,Evolution Details,Level of Evolution,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Male Ratio,Female Ratio,M:F Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
649,451,Skorupi,Diamond,4,,False,NA,,NA,,0.8,12.0,Poison,Bug,Battle Armor,Sniper,Keen Eye,,50.0,50.0,50.0:50.0,50,40,50,90,30,55,65,330,0,0,1,0,0,0,1,120,Slow,1250000,Bug,Water3,20
650,452,Drapion,Diamond,4,,False,NA,649.0,Leveling Up,40.0,1.3,61.5,Poison,Dark,Battle Armor,Sniper,Keen Eye,,50.0,50.0,50.0:50.0,50,70,90,110,60,75,95,500,0,0,2,0,0,0,2,45,Slow,1250000,Bug,Water3,20
651,453,Croagunk,Diamond,4,,False,NA,,NA,,0.7,23.0,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,,50.0,50.0,50.0:50.0,100,48,61,40,61,40,50,300,0,1,0,0,0,0,1,140,Medium Fast,1000000,Human Like,NA,10
652,454,Toxicroak,Diamond,4,,False,NA,651.0,Leveling Up,37.0,1.3,44.4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,,50.0,50.0,50.0:50.0,50,83,106,65,86,65,85,490,0,2,0,0,0,0,2,75,Medium Fast,1000000,Human Like,NA,20
653,455,Carnivine,Diamond,4,,False,NA,,NA,,1.4,27.0,Grass,NA,Levitate,NA,NA,,50.0,50.0,50.0:50.0,50,74,100,72,90,72,46,454,0,2,0,0,0,0,2,200,Slow,1250000,Grass,NA,25
654,456,Finneon,Diamond,4,,False,NA,,NA,,0.4,7.0,Water,NA,Swift Swim,Storm Drain,Water Veil,,50.0,50.0,50.0:50.0,50,49,49,56,49,61,66,330,0,0,0,0,0,1,1,190,Erratic,600000,Water2,NA,20
655,457,Lumineon,Diamond,4,,False,NA,654.0,Leveling Up,31.0,1.2,24.0,Water,NA,Swift Swim,Storm Drain,Water Veil,,50.0,50.0,50.0:50.0,50,69,69,76,69,86,91,460,0,0,0,0,0,2,2,75,Erratic,600000,Water2,NA,20
656,458,Mantyke,Diamond,4,,False,NA,,NA,,1.0,65.0,Water,Flying,Swift Swim,Water Absorb,Water Veil,,50.0,50.0,50.0:50.0,50,45,20,50,60,120,50,345,0,0,0,0,1,0,1,25,Slow,1250000,No Eggs,NA,25
657,459,Snover,Diamond,4,,False,NA,,NA,,1.0,50.5,Grass,Ice,Snow Warning,NA,Soundproof,,50.0,50.0,50.0:50.0,50,60,62,50,62,60,40,334,0,1,0,0,0,0,1,120,Slow,1250000,Monster,Grass,20
658,460,Abomasnow,Diamond,4,,False,NA,657.0,Leveling Up,40.0,2.2,135.5,Grass,Ice,Snow Warning,NA,Soundproof,,50.0,50.0,50.0:50.0,50,90,92,75,92,85,60,494,0,1,0,1,0,0,2,60,Slow,1250000,Monster,Grass,20
683,461,Weavile,Diamond,4,,False,NA,339.0,NA,,1.1,34.0,Dark,Ice,Pressure,NA,Pickpocket,,50.0,50.0,50.0:50.0,35,70,120,65,45,85,125,510,0,1,0,0,0,1,2,45,Medium Slow,1059860,Field,NA,20
684,462,Magnezone,Diamond,4,,False,NA,1341.0,NA,,1.2,180.0,Electric,Steel,Magnet Pull,Sturdy,Analytic,,0.0,0.0,0.0:0.0,50,70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,Medium Fast,1000000,Mineral,NA,20
685,463,Lickilicky,Diamond,4,,False,NA,142.0,NA,,1.7,140.0,Normal,NA,Own Tempo,Oblivious,Cloud Nine,,50.0,50.0,50.0:50.0,50,110,85,95,80,95,50,515,3,0,0,0,0,0,3,30,Medium Fast,1000000,Monster,NA,20
686,464,Rhyperior,Diamond,4,,False,NA,146.0,NA,,2.4,282.8,Ground,Rock,Lightning Rod,Solid Rock,Reckless,,50.0,50.0,50.0:50.0,50,115,140,130,55,55,40,535,0,3,0,0,0,0,3,30,Slow,1250000,Monster,Field,20
687,465,Tangrowth,Diamond,4,,False,NA,148.0,NA,,2.0,128.6,Grass,NA,Chlorophyll,Leaf Guard,Regenerator,,50.0,50.0,50.0:50.0,50,100,100,125,110,50,50,535,0,0,2,0,0,0,2,30,Medium Fast,1000000,Grass,NA,20
688,466,Electivire,Diamond,4,,False,NA,221.0,NA,,1.8,138.6,Electric,NA,Motor Drive,NA,Vital Spirit,,75.0,25.0,75.0:25.0,50,75,123,67,95,85,95,540,0,3,0,0,0,0,3,30,Medium Fast,1000000,Human Like,NA,25
699,467,Magmortar,Diamond,4,,False,NA,222.0,NA,,1.6,68.0,Fire,NA,Flame Body,NA,Vital Spirit,,75.0,25.0,75.0:25.0,50,75,95,67,125,95,83,540,0,0,0,3,0,0,3,30,Medium Fast,1000000,Human Like,NA,25
713,468,Togekiss,Diamond,4,,False,NA,265.0,Evolution stone,,1.5,38.0,Fairy,Flying,Hustle,Serene Grace,Super Luck,,87.5,12.5,87.5:12.5,50,85,50,95,120,115,80,545,0,0,0,2,1,0,3,30,Fast,800000,Flying,Fairy,10
714,469,Yanmega,Diamond,4,,False,NA,293.0,NA,,1.9,51.5,Bug,Flying,Speed Boost,Tinted Lens,Frisk,,50.0,50.0,50.0:50.0,50,86,76,86,116,56,95,515,0,2,0,0,0,0,2,30,Medium Fast,1000000,Bug,NA,20
715,470,Leafeon,Diamond,4,,False,NA,228.0,Evolution stone,,1.0,25.5,Grass,NA,Leaf Guard,NA,Chlorophyll,,87.5,12.5,87.5:12.5,35,65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,Medium Fast,1000000,Field,NA,35
716,471,Glaceon,Diamond,4,,False,NA,228.0,Evolution stone,,0.8,25.9,Ice,NA,Snow Cloak,NA,Ice Body,,87.5,12.5,87.5:12.5,35,65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,Field,NA,35
717,472,Gliscor,Diamond,4,,False,NA,331.0,NA,,2.0,42.5,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,,50.0,50.0,50.0:50.0,50,75,95,125,45,75,95,510,0,0,2,0,0,0,2,30,Medium Slow,1059860,Bug,NA,20
718,473,Mamoswine,Diamond,4,,False,NA,345.0,NA,,2.5,291.0,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,,50.0,50.0,50.0:50.0,50,110,130,80,70,60,80,530,0,3,0,0,0,0,3,50,Slow,1250000,Field,NA,20
719,474,Porygon-Z,Diamond,4,,False,NA,357.0,NA,,0.9,34.0,Normal,NA,Adaptability,Download,Analytic,,0.0,0.0,0.0:0.0,50,85,80,70,135,75,90,535,0,0,0,3,0,0,3,30,Medium Fast,1000000,Mineral,NA,20
720,475,Gallade,Diamond,4,,False,NA,409.0,Evolution stone,,1.6,52.0,Psychic,Fighting,Steadfast,Sharpness,Justified,,100.0,0.0,100.0:0.0,35,68,125,65,65,115,80,518,0,3,0,0,0,0,3,45,Slow,1250000,Human Like,Amorphous,20
726,476,Probopass,Diamond,4,,False,NA,427.0,NA,,1.4,340.0,Rock,Steel,Sturdy,Magnet Pull,Sand Force,,50.0,50.0,50.0:50.0,50,60,55,145,75,150,40,525,0,0,1,0,2,0,3,60,Medium Fast,1000000,Mineral,NA,20
727,477,Dusknoir,Diamond,4,,False,NA,484.0,NA,,2.2,106.6,Ghost,NA,Pressure,NA,Frisk,,50.0,50.0,50.0:50.0,35,45,100,135,65,135,45,525,0,0,1,0,2,0,3,45,Fast,800000,Amorphous,NA,25
728,478,Froslass,Diamond,4,,False,NA,489.0,Evolution stone,,1.3,26.6,Ice,Ghost,Snow Cloak,NA,Cursed Body,,0.0,100.0,0.0:100.0,50,70,80,70,80,70,110,480,0,0,0,0,0,2,2,75,Medium Fast,1000000,Fairy,Mineral,20
729,479,Rotom,Diamond,4,,False,NA,,NA,,0.3,0.3,Electric,Ghost,Levitate,NA,NA,,0.0,0.0,0.0:0.0,50,50,50,77,95,77,91,440,0,0,0,1,0,1,2,45,Medium Fast,1000000,Amorphous,NA,20
730,480,Uxie,Diamond,4,,True,Sub Legendary,,NA,,0.3,0.3,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,140,75,75,130,75,130,95,580,0,0,2,0,1,0,3,3,Slow,1250000,No Eggs,NA,80
731,481,Mesprit,Diamond,4,,True,Sub Legendary,,NA,,0.3,0.3,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,140,80,105,105,105,105,80,580,0,1,0,1,1,0,3,3,Slow,1250000,No Eggs,NA,80
732,482,Azelf,Diamond,4,,True,Sub Legendary,,NA,,0.3,0.3,Psychic,NA,Levitate,NA,NA,,0.0,0.0,0.0:0.0,140,75,125,70,125,70,115,580,0,2,0,1,0,0,3,3,Slow,1250000,No Eggs,NA,80
733,483,Dialga,Diamond,4,,True,Legendary,,NA,,5.4,683.0,Steel,Dragon,Pressure,NA,Telepathy,,0.0,0.0,0.0:0.0,0,100,120,120,150,100,90,680,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
734,484,Palkia,Diamond,4,,True,Legendary,,NA,,4.2,336.0,Water,Dragon,Pressure,NA,Telepathy,,0.0,0.0,0.0:0.0,0,90,120,100,150,120,100,680,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,120
735,485,Heatran,Diamond,4,,True,Sub Legendary,,NA,,1.7,430.0,Fire,Steel,Flash Fire,NA,Flame Body,,50.0,50.0,50.0:50.0,100,91,90,106,130,106,77,600,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs,NA,10
736,486,Regigigas,Diamond,4,,True,Sub Legendary,,NA,,3.7,420.0,Normal,NA,Slow Start,NA,NA,,0.0,0.0,0.0:0.0,0,110,160,110,80,110,100,670,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
737,487,Giratina,Diamond,4,,True,Legendary,,NA,,4.5,750.0,Ghost,Dragon,Pressure,NA,Telepathy,,0.0,0.0,0.0:0.0,0,150,100,120,100,120,90,680,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
738,488,Cresselia,Diamond,4,,True,Sub Legendary,,NA,,1.5,85.6,Psychic,NA,Levitate,NA,NA,,0.0,100.0,0.0:100.0,100,120,70,110,75,120,85,580,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs,NA,120
739,491,Darkrai,Diamond,4,,True,Mythical,,NA,,1.5,50.5,Dark,NA,Bad Dreams,NA,NA,,0.0,0.0,0.0:0.0,0,70,90,90,135,90,125,600,0,0,0,2,0,1,3,3,Slow,1250000,No Eggs,NA,120
740,492,Shaymin,Diamond,4,,True,Mythical,,NA,,0.2,2.1,Grass,NA,Natural Cure,NA,NA,,0.0,0.0,0.0:0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,Medium Slow,1059860,No Eggs,NA,120
741,493,Arceus,Diamond,4,,True,Mythical,,NA,,3.2,320.0,Normal,NA,Multitype,NA,NA,,0.0,0.0,0.0:0.0,0,120,120,120,120,120,120,720,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
742,494,Victini,Black,5,,True,Mythical,,NA,,0.4,4.0,Psychic,Fire,Victory Star,NA,NA,,0.0,0.0,0.0:0.0,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs,NA,120
829,495,Snivy,Black,5,,False,NA,,NA,,0.6,8.1,Grass,NA,Overgrow,NA,Contrary,,87.5,12.5,87.5:12.5,70,45,45,55,45,55,63,308,0,0,0,0,0,1,1,45,Medium Slow,1059860,Field,Grass,20
830,496,Servine,Black,5,,False,NA,829.0,Leveling Up,17.0,0.8,16.0,Grass,NA,Overgrow,NA,Contrary,,87.5,12.5,87.5:12.5,70,60,60,75,60,75,83,413,0,0,0,0,0,2,2,45,Medium Slow,1059860,Field,Grass,20
831,497,Serperior,Black,5,,False,NA,830.0,Leveling Up,36.0,3.3,63.0,Grass,NA,Overgrow,NA,Contrary,,87.5,12.5,87.5:12.5,70,75,75,95,75,95,113,528,0,0,0,0,0,3,3,45,Medium Slow,1059860,Field,Grass,20
832,498,Tepig,Black,5,,False,NA,,NA,,0.5,9.9,Fire,NA,Blaze,NA,Thick Fat,,87.5,12.5,87.5:12.5,70,65,63,45,45,45,45,308,1,0,0,0,0,0,1,45,Medium Slow,1059860,Field,NA,20
833,499,Pignite,Black,5,,False,NA,832.0,Leveling Up,17.0,1.0,55.5,Fire,Fighting,Blaze,NA,Thick Fat,,87.5,12.5,87.5:12.5,70,90,93,55,70,55,55,418,0,2,0,0,0,0,2,45,Medium Slow,1059860,Field,NA,20
834,500,Emboar,Black,5,,False,NA,833.0,Leveling Up,36.0,1.6,150.0,Fire,Fighting,Blaze,NA,Reckless,,87.5,12.5,87.5:12.5,70,110,123,65,100,65,65,528,0,3,0,0,0,0,3,45,Medium Slow,1059860,Field,NA,20
835,501,Oshawott,Black,5,,False,NA,,NA,,0.5,5.9,Water,NA,Torrent,NA,Shell Armor,,87.5,12.5,87.5:12.5,50,55,55,45,63,45,45,308,0,0,0,1,0,0,1,45,Medium Slow,1059860,Field,NA,20
836,502,Dewott,Black,5,,False,NA,835.0,Leveling Up,17.0,0.8,24.5,Water,NA,Torrent,NA,Shell Armor,,87.5,12.5,87.5:12.5,50,75,75,60,83,60,60,413,0,0,0,2,0,0,2,45,Medium Slow,1059860,Field,NA,20
837,503,Samurott,Black,5,,False,NA,836.0,Leveling Up,36.0,1.5,94.6,Water,NA,Torrent,NA,Shell Armor,,87.5,12.5,87.5:12.5,50,95,100,85,108,70,70,528,0,0,0,3,0,0,3,45,Medium Slow,1059860,Field,NA,20
838,504,Patrat,Black,5,,False,NA,,NA,,0.5,11.6,Normal,NA,Run Away,Keen Eye,Analytic,,50.0,50.0,50.0:50.0,70,45,55,39,35,39,42,255,0,1,0,0,0,0,1,255,Medium Fast,1000000,Field,NA,15
839,505,Watchog,Black,5,,False,NA,838.0,Leveling Up,20.0,1.1,27.0,Normal,NA,Illuminate,Keen Eye,Analytic,,50.0,50.0,50.0:50.0,70,60,85,69,60,69,77,420,0,2,0,0,0,0,2,255,Medium Fast,1000000,Field,NA,20
840,506,Lillipup,Black,5,,False,NA,,NA,,0.4,4.1,Normal,NA,Vital Spirit,Pickup,Run Away,,50.0,50.0,50.0:50.0,50,45,60,45,25,45,55,275,0,1,0,0,0,0,1,255,Medium Slow,1059860,Field,NA,15
841,507,Herdier,Black,5,,False,NA,840.0,Leveling Up,16.0,0.9,14.7,Normal,NA,Intimidate,Sand Rush,Scrappy,,50.0,50.0,50.0:50.0,50,65,80,65,35,65,60,370,0,2,0,0,0,0,2,120,Medium Slow,1059860,Field,NA,15
842,508,Stoutland,Black,5,,False,NA,841.0,Leveling Up,32.0,1.2,61.0,Normal,NA,Intimidate,Sand Rush,Scrappy,,50.0,50.0,50.0:50.0,50,85,110,90,45,90,80,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,Field,NA,15
843,509,Purrloin,Black,5,,False,NA,,NA,,0.4,10.1,Dark,NA,Limber,Unburden,Prankster,,50.0,50.0,50.0:50.0,50,41,50,37,50,37,66,281,0,0,0,0,0,1,1,255,Medium Fast,1000000,Field,NA,20
844,510,Liepard,Black,5,,False,NA,843.0,Leveling Up,20.0,1.1,37.5,Dark,NA,Limber,Unburden,Prankster,,50.0,50.0,50.0:50.0,50,64,88,50,88,50,106,446,0,0,0,0,0,2,2,90,Medium Fast,1000000,Field,NA,20
845,511,Pansage,Black,5,,False,NA,,NA,,0.6,10.5,Grass,NA,Gluttony,NA,Overgrow,,87.5,12.5,87.5:12.5,70,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
846,512,Simisage,Black,5,,False,NA,845.0,Evolution stone,,1.1,30.5,Grass,NA,Gluttony,NA,Overgrow,,87.5,12.5,87.5:12.5,70,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,Field,NA,20
847,513,Pansear,Black,5,,False,NA,,NA,,0.6,11.0,Fire,NA,Gluttony,NA,Blaze,,87.5,12.5,87.5:12.5,70,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
848,514,Simisear,Black,5,,False,NA,847.0,Evolution stone,,1.0,28.0,Fire,NA,Gluttony,NA,Blaze,,87.5,12.5,87.5:12.5,70,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,Field,NA,20
849,515,Panpour,Black,5,,False,NA,,NA,,0.6,13.5,Water,NA,Gluttony,NA,Torrent,,87.5,12.5,87.5:12.5,70,50,53,48,53,48,64,316,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
850,516,Simipour,Black,5,,False,NA,849.0,Evolution stone,,1.0,29.0,Water,NA,Gluttony,NA,Torrent,,87.5,12.5,87.5:12.5,70,75,98,63,98,63,101,498,0,0,0,0,0,2,2,75,Medium Fast,1000000,Field,NA,20
851,517,Munna,Black,5,,False,NA,,NA,,0.6,23.3,Psychic,NA,Forewarn,Synchronize,Telepathy,,50.0,50.0,50.0:50.0,50,76,25,45,67,55,24,292,1,0,0,0,0,0,1,190,Fast,800000,Field,NA,10
852,518,Musharna,Black,5,,False,NA,851.0,Evolution stone,,1.1,60.5,Psychic,NA,Forewarn,Synchronize,Telepathy,,50.0,50.0,50.0:50.0,50,116,55,85,107,95,29,487,2,0,0,0,0,0,2,75,Fast,800000,Field,NA,10
853,519,Pidove,Black,5,,False,NA,,NA,,0.3,2.1,Normal,Flying,Big Pecks,Super Luck,Rivalry,,50.0,50.0,50.0:50.0,50,50,55,50,36,30,43,264,0,1,0,0,0,0,1,255,Medium Slow,1059860,Flying,NA,15
854,520,Tranquill,Black,5,,False,NA,853.0,Leveling Up,21.0,0.6,15.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,,50.0,50.0,50.0:50.0,50,62,77,62,50,42,65,358,0,2,0,0,0,0,2,120,Medium Slow,1059860,Flying,NA,15
855,521,Unfezant,Black,5,,False,NA,854.0,Leveling Up,32.0,1.2,29.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,,50.0,50.0,50.0:50.0,50,80,115,80,65,55,93,488,0,3,0,0,0,0,3,45,Medium Slow,1059860,Flying,NA,15
856,522,Blitzle,Black,5,,False,NA,,NA,,0.8,29.8,Electric,NA,Lightning Rod,Motor Drive,Sap Sipper,,50.0,50.0,50.0:50.0,70,45,60,32,50,32,76,295,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,NA,20
857,523,Zebstrika,Black,5,,False,NA,856.0,Leveling Up,27.0,1.6,79.5,Electric,NA,Lightning Rod,Motor Drive,Sap Sipper,,50.0,50.0,50.0:50.0,70,75,100,63,80,63,116,497,0,0,0,0,0,2,2,75,Medium Fast,1000000,Field,NA,20
858,524,Roggenrola,Black,5,,False,NA,,NA,,0.4,18.0,Rock,NA,Sturdy,Weak Armor,Sand Force,,50.0,50.0,50.0:50.0,50,55,75,85,25,25,15,280,0,0,1,0,0,0,1,255,Medium Slow,1059860,Mineral,NA,15
859,525,Boldore,Black,5,,False,NA,858.0,Leveling Up,25.0,0.9,102.0,Rock,NA,Sturdy,Weak Armor,Sand Force,,50.0,50.0,50.0:50.0,50,70,105,105,50,40,20,390,0,1,1,0,0,0,2,120,Medium Slow,1059860,Mineral,NA,15
860,526,Gigalith,Black,5,,False,NA,859.0,Trade or Friendship,,1.7,260.0,Rock,NA,Sturdy,Sand Stream,Sand Force,,50.0,50.0,50.0:50.0,50,85,135,130,60,80,25,515,0,3,0,0,0,0,3,45,Medium Slow,1059860,Mineral,NA,15
861,527,Woobat,Black,5,,False,NA,,NA,,0.4,2.1,Psychic,Flying,Unaware,Klutz,Simple,,50.0,50.0,50.0:50.0,50,65,45,43,55,43,72,323,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,Flying,15
862,528,Swoobat,Black,5,,False,NA,861.0,Trade or Friendship,,0.9,10.5,Psychic,Flying,Unaware,Klutz,Simple,,50.0,50.0,50.0:50.0,50,67,57,55,77,55,114,425,0,0,0,0,0,2,2,45,Medium Fast,1000000,Field,Flying,15
863,529,Drilbur,Black,5,,False,NA,,NA,,0.3,8.5,Ground,NA,Sand Rush,Sand Force,Mold Breaker,,50.0,50.0,50.0:50.0,50,60,85,40,30,45,68,328,0,1,0,0,0,0,1,120,Medium Fast,1000000,Field,NA,20
864,530,Excadrill,Black,5,,False,NA,863.0,Leveling Up,31.0,0.7,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,,50.0,50.0,50.0:50.0,50,110,135,60,50,65,88,508,0,2,0,0,0,0,2,60,Medium Fast,1000000,Field,NA,20
865,531,Audino,Black,5,,False,NA,,NA,,1.1,31.0,Normal,NA,Healer,Regenerator,Klutz,,50.0,50.0,50.0:50.0,50,103,60,86,60,86,50,445,2,0,0,0,0,0,2,255,Fast,800000,Fairy,NA,20
866,532,Timburr,Black,5,,False,NA,,NA,,0.6,12.5,Fighting,NA,Guts,Sheer Force,Iron Fist,,75.0,25.0,75.0:25.0,70,75,80,55,25,35,35,305,0,1,0,0,0,0,1,180,Medium Slow,1059860,Human Like,NA,20
867,533,Gurdurr,Black,5,,False,NA,866.0,Leveling Up,25.0,1.2,40.0,Fighting,NA,Guts,Sheer Force,Iron Fist,,75.0,25.0,75.0:25.0,50,85,105,85,40,50,40,405,0,2,0,0,0,0,2,90,Medium Slow,1059860,Human Like,NA,20
868,534,Conkeldurr,Black,5,,False,NA,867.0,Trade or Friendship,,1.4,87.0,Fighting,NA,Guts,Sheer Force,Iron Fist,,75.0,25.0,75.0:25.0,50,105,140,95,55,65,45,505,0,3,0,0,0,0,3,45,Medium Slow,1059860,Human Like,NA,20
869,535,Tympole,Black,5,,False,NA,,NA,,0.5,4.5,Water,NA,Swift Swim,Hydration,Water Absorb,,50.0,50.0,50.0:50.0,50,50,50,40,50,40,64,294,0,0,0,0,0,1,1,255,Medium Slow,1059860,Water1,NA,20
870,536,Palpitoad,Black,5,,False,NA,869.0,Leveling Up,25.0,0.8,17.0,Water,Ground,Swift Swim,Hydration,Water Absorb,,50.0,50.0,50.0:50.0,50,75,65,55,65,55,69,384,2,0,0,0,0,0,2,120,Medium Slow,1059860,Water1,NA,20
871,537,Seismitoad,Black,5,,False,NA,870.0,Leveling Up,36.0,1.5,62.0,Water,Ground,Swift Swim,Poison Touch,Water Absorb,,50.0,50.0,50.0:50.0,50,105,95,75,85,75,74,509,3,0,0,0,0,0,3,45,Medium Slow,1059860,Water1,NA,20
872,538,Throh,Black,5,,False,NA,,NA,,1.3,55.5,Fighting,NA,Guts,Inner Focus,Mold Breaker,,100.0,0.0,100.0:0.0,50,120,100,85,30,85,45,465,2,0,0,0,0,0,2,45,Medium Fast,1000000,Human Like,NA,20
873,539,Sawk,Black,5,,False,NA,,NA,,1.4,41.0,Fighting,NA,Sturdy,Inner Focus,Mold Breaker,,100.0,0.0,100.0:0.0,50,75,125,75,30,75,85,465,0,2,0,0,0,0,2,45,Medium Fast,1000000,Human Like,NA,20
874,540,Sewaddle,Black,5,,False,NA,,NA,,0.3,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,,50.0,50.0,50.0:50.0,70,45,53,70,40,60,42,310,0,0,1,0,0,0,1,255,Medium Slow,1059860,Bug,NA,15
875,541,Swadloon,Black,5,,False,NA,874.0,Leveling Up,20.0,0.5,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,,50.0,50.0,50.0:50.0,70,55,63,90,50,80,42,380,0,0,2,0,0,0,2,120,Medium Slow,1059860,Bug,NA,15
876,542,Leavanny,Black,5,,False,NA,875.0,Trade or Friendship,,1.2,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,,50.0,50.0,50.0:50.0,70,75,103,80,70,80,92,500,0,3,0,0,0,0,3,45,Medium Slow,1059860,Bug,NA,15
877,543,Venipede,Black,5,,False,NA,,NA,,0.4,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,,50.0,50.0,50.0:50.0,50,30,45,59,30,39,57,260,0,0,1,0,0,0,1,255,Medium Slow,1059860,Bug,NA,15
878,544,Whirlipede,Black,5,,False,NA,877.0,Leveling Up,22.0,1.2,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,,50.0,50.0,50.0:50.0,50,40,55,99,40,79,47,360,0,0,2,0,0,0,2,120,Medium Slow,1059860,Bug,NA,15
879,545,Scolipede,Black,5,,False,NA,878.0,Leveling Up,30.0,2.5,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,,50.0,50.0,50.0:50.0,50,60,100,89,55,69,112,485,0,0,0,0,0,3,3,45,Medium Slow,1059860,Bug,NA,20
880,546,Cottonee,Black,5,,False,NA,,NA,,0.3,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,,50.0,50.0,50.0:50.0,50,40,27,60,37,50,66,280,0,0,0,0,0,1,1,190,Medium Fast,1000000,Grass,Fairy,20
881,547,Whimsicott,Black,5,,False,NA,880.0,Evolution stone,,0.7,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,,50.0,50.0,50.0:50.0,50,60,67,85,77,75,116,480,0,0,0,0,0,2,2,75,Medium Fast,1000000,Grass,Fairy,20
882,548,Petilil,Black,5,,False,NA,,NA,,0.5,6.6,Grass,NA,Chlorophyll,Own Tempo,Leaf Guard,,0.0,100.0,0.0:100.0,50,45,35,50,70,50,30,280,0,0,0,1,0,0,1,190,Medium Fast,1000000,Grass,NA,20
883,549,Lilligant,Black,5,,False,NA,882.0,Evolution stone,,1.1,16.3,Grass,NA,Chlorophyll,Own Tempo,Leaf Guard,,0.0,100.0,0.0:100.0,50,70,60,75,110,75,90,480,0,0,0,2,0,0,2,75,Medium Fast,1000000,Grass,NA,20
884,55,Golduck,Red,1,,False,NA,102.0,Leveling Up,33.0,1.7,76.6,Water,NA,Damp,Cloud Nine,Swift Swim,,50.0,50.0,50.0:50.0,50,80,82,78,95,80,85,500,0,0,0,2,0,0,2,75,Medium Fast,1000000,Water1,Field,20
885,550,Basculin,Black,5,,False,NA,,NA,,1.0,18.0,Water,NA,Reckless,Adaptability,Mold Breaker,,50.0,50.0,50.0:50.0,50,70,92,65,80,55,98,460,0,0,0,0,0,2,2,25,Medium Fast,1000000,Water2,NA,40
886,551,Sandile,Black,5,,False,NA,,NA,,0.7,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,,50.0,50.0,50.0:50.0,50,50,72,35,35,35,65,292,0,1,0,0,0,0,1,180,Medium Slow,1059860,Field,NA,20
887,552,Krokorok,Black,5,,False,NA,886.0,Leveling Up,29.0,1.0,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,,50.0,50.0,50.0:50.0,50,60,82,45,45,45,74,351,0,2,0,0,0,0,2,90,Medium Slow,1059860,Field,NA,20
888,553,Krookodile,Black,5,,False,NA,887.0,Leveling Up,40.0,1.5,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,,50.0,50.0,50.0:50.0,50,95,117,80,65,70,92,519,0,3,0,0,0,0,3,45,Medium Slow,1059860,Field,NA,20
889,554,Darumaka,Black,5,,False,NA,,NA,,0.6,37.5,Fire,NA,Hustle,NA,Inner Focus,,50.0,50.0,50.0:50.0,50,70,90,45,15,45,50,315,0,1,0,0,0,0,1,120,Medium Slow,1059860,Field,NA,20
